S.No,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,age_bin
248,2014-08-27 13:37:00,29.0,Male,United Kingdom,,No,No,No,,6-25,No,No,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,,21-30
249,2014-08-27 13:37:00,32.0,Male,United States,NC,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,,,Maybe,No,Yes,Yes,No,Yes,,No,,31-40
250,2014-08-27 13:38:00,29.0,Female,United States,NY,No,Yes,Yes,Rarely,500-1000,Yes,No,Yes,Yes,Yes,,Yes,,Maybe,No,Some of them,No,Maybe,Yes,,No,,21-30
251,2014-08-27 13:39:00,23.0,Male,United States,AL,No,Yes,Yes,Sometimes,26-100,Yes,No,,No,No,,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,Yes,No,,21-30
252,2014-08-27 13:40:00,28.0,Male,United States,GA,No,Yes,No,,100-500,No,Yes,Yes,No,No,,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,,21-30
253,2014-08-27 13:42:00,31.0,Male,United States,CA,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,Yes,,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,,31-40
254,2014-08-27 13:44:00,27.0,Male,United Kingdom,,No,No,No,,100-500,No,No,,,,,No,Very easy,Maybe,Maybe,Yes,Yes,No,No,,No,,21-30
255,2014-08-27 13:44:00,24.0,Male,United States,VA,No,No,No,Sometimes,6-25,No,Yes,,No,,,,,No,No,Yes,Yes,Maybe,Maybe,,No,,21-30
256,2014-08-27 13:46:00,29.0,Male,Canada,,No,No,No,Often,6-25,No,Yes,No,No,No,No,,Somewhat difficult,Yes,No,No,No,No,Maybe,,No,,21-30
257,2014-08-27 13:47:00,23.0,Female,United Kingdom,,No,No,Yes,Sometimes,6-25,No,Yes,,,,,,,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,No,,21-30
258,2014-08-27 13:47:00,42.0,Male,United States,WA,No,No,No,Never,6-25,Yes,Yes,No,Yes,No,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,No benefits at this organization but my employer/direct supervisor has had positive and constructive conversations with me about physical and mental health. Supervisor offered solutions advice time/energy to get help if I ever felt that needed it. (though it would have to be at my own expense). I feel safe sharing personal info with this particular person/company but this environment is the exception rather than the norm in my 15 years as a tech worker. I would never feel safe enough to reveal info about any mental health concerns with any previous employers in the tech industry for fear of  negative perceptions job loss performance dings etc.,41-50
259,2014-08-27 13:48:00,24.0,Male,United Kingdom,,No,No,No,,1-5,No,Yes,No,No,No,No,,,Yes,No,Some of them,Some of them,No,Yes,No,No,,21-30
260,2014-08-27 13:49:00,25.0,Male,Australia,,No,Yes,Yes,Often,6-25,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,No,No,No,Yes,No,Yes,,21-30
261,2014-08-27 13:49:00,27.0,Female,United States,TX,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,No,No,Yes,,Maybe,Maybe,Yes,No,No,Maybe,,No,,21-30
262,2014-08-27 13:52:00,27.0,Male,Canada,,No,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,,21-30
263,2014-08-27 13:52:00,30.0,Male,United States,FL,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Yes,,No,No,Yes,Yes,Maybe,No,Yes,No,,21-30
264,2014-08-27 13:53:00,29.0,Male,Poland,,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,No,No,Yes,Very difficult,Maybe,No,Some of them,Some of them,No,Yes,No,No,,21-30
265,2014-08-27 13:53:00,43.0,Male,Canada,,Yes,No,No,,6-25,Yes,Yes,No,,No,No,,Somewhat easy,Maybe,No,Yes,Yes,Yes,Yes,,No,,41-50
266,2014-08-27 13:53:00,32.0,Male,United States,NV,No,No,No,,6-25,No,Yes,No,Yes,No,,,Very easy,No,No,Some of them,Yes,No,Maybe,,No,,31-40
267,2014-08-27 13:54:00,41.0,Male,United States,AL,No,No,Yes,Sometimes,26-100,Yes,Yes,Yes,Yes,,No,,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,I think I am very lucky in my workplace. Our CEO has a degree in psychology.,41-50
268,2014-08-27 13:54:00,32.0,Male,United Kingdom,,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,,,,,,Very easy,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,,Yes,Some of these questions were difficult to answer as being self-employed they didn't all apply to me.,31-40
269,2014-08-27 13:55:00,37.0,Female,United States,CA,No,Yes,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,,Maybe,No,Some of them,Some of them,No,Yes,,No,,31-40
270,2014-08-27 13:55:00,32.0,Male,United States,CO,No,No,No,Never,6-25,Yes,Yes,No,No,No,No,,Very easy,No,No,Yes,Yes,No,No,,No,,31-40
271,2014-08-27 13:55:00,30.0,Male,Ireland,,Yes,No,No,Sometimes,1-5,Yes,Yes,No,No,No,No,,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,No,,21-30
272,2014-08-27 13:56:00,23.0,Female,United States,MN,No,Yes,Yes,Never,100-500,No,No,Yes,No,,,Yes,,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,21-30
273,2014-08-27 13:56:00,30.0,Male,United States,NJ,No,No,No,,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,,21-30
274,2014-08-27 13:59:00,34.0,Male,United Kingdom,,No,No,No,Sometimes,26-100,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,No,,No,,31-40
275,2014-08-27 13:59:00,38.0,Male,United States,PA,No,No,Yes,Rarely,26-100,Yes,Yes,Yes,No,No,No,,,Yes,No,No,No,No,Maybe,No,No,,31-40
276,2014-08-27 14:01:00,33.0,Male,Canada,,No,No,No,,100-500,No,Yes,Yes,No,Yes,Yes,Yes,,No,No,Some of them,Yes,No,No,,No,,31-40
277,2014-08-27 14:01:00,34.0,Male,United States,MO,No,No,No,,26-100,No,No,Yes,No,No,No,,,Maybe,No,Some of them,No,No,No,,No,,31-40
278,2014-08-27 14:01:00,28.0,Male,Colombia,,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,,No,,21-30
279,2014-08-27 14:03:00,28.0,Male,United States,MN,No,No,Yes,Rarely,100-500,No,No,Yes,Yes,Yes,,,Very easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,,21-30
280,2014-08-27 14:03:00,23.0,Male,United States,PA,No,Yes,No,Sometimes,100-500,No,Yes,,No,No,,,,Maybe,No,Some of them,No,No,Maybe,No,No,,21-30
281,2014-08-27 14:03:00,22.0,Male,Australia,,Yes,Yes,Yes,Sometimes,6-25,Yes,Yes,,,Yes,Yes,,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,No,Yes,,21-30
282,2014-08-27 14:06:00,27.0,Male,Portugal,,No,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,,Yes,No,No,No,No,Maybe,,No,It's a small startup in a small city in a small country.,21-30
283,2014-08-27 14:10:00,18.0,Male,United States,TX,No,No,Yes,Sometimes,6-25,No,Yes,,No,No,,,,Yes,No,No,No,No,Maybe,,No,,11-20
284,2014-08-27 14:10:00,35.0,Male,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,,No,,31-40
285,2014-08-27 14:10:00,25.0,Male,Canada,,No,No,No,,100-500,No,No,,,No,No,,,No,No,Some of them,Some of them,No,Yes,No,No,,21-30
286,2014-08-27 14:11:00,27.0,Male,United Kingdom,,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,Hi Ed it's Paul Dragoonis. I have Aspergers/High Functioning Autism :-),21-30
287,2014-08-27 14:11:00,26.0,Female,United States,WA,No,Yes,Yes,Rarely,1000+,No,Yes,Yes,,,,,,Maybe,No,Some of them,Some of them,No,No,,No,,21-30
288,2014-08-27 14:11:00,18.0,Male,United States,WA,No,No,No,Never,26-100,No,Yes,,,,,,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,,11-20
289,2014-08-27 14:13:00,38.0,Female,United States,TX,No,No,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,,,No,Maybe,Some of them,No,No,No,,Yes,The form of mental health problem that I suffer is anxiety.,31-40
290,2014-08-27 14:13:00,26.0,Female,United States,TX,No,Yes,Yes,Rarely,1000+,Yes,Yes,Yes,Yes,Yes,,,Somewhat easy,Maybe,No,Some of them,No,No,No,,No,,21-30
291,2014-08-27 14:13:00,30.0,Male,Switzerland,,Yes,No,No,Never,1-5,No,Yes,No,No,No,No,No,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,,21-30
292,2014-08-27 14:14:00,35.0,Male,United States,CA,No,No,No,Never,1000+,No,Yes,,No,No,,,,Yes,Maybe,Some of them,Some of them,No,No,,No,,31-40
293,2014-08-27 14:15:00,45.0,Male,United States,NY,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,,,Yes,,Maybe,No,Some of them,Some of them,No,Maybe,,No,,41-50
294,2014-08-27 14:15:00,32.0,Male,United States,CA,No,No,No,Never,1000+,No,Yes,Yes,No,No,,,,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
295,2014-08-27 14:15:00,56.0,Male,United States,,No,No,Yes,Never,1000+,No,Yes,Yes,,,,,,No,Maybe,Yes,Some of them,No,Maybe,,No,,51-60
296,2014-08-27 14:16:00,24.0,Female,United States,CA,No,No,No,,500-1000,No,Yes,,,No,,,,Maybe,Maybe,Some of them,No,No,Maybe,No,No,,21-30
297,2014-08-27 14:18:00,30.0,Female,United States,SC,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,,,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,,21-30
298,2014-08-27 14:18:00,60.0,Male,United States,CA,No,No,No,,1000+,No,Yes,Yes,No,,Yes,,,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,51-60
299,2014-08-27 14:18:00,33.0,Male,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,No,Yes,Yes,,,Yes,No,No,No,No,Maybe,,No,,31-40
300,2014-08-27 14:19:00,37.0,Male,United States,NY,No,No,No,Never,1000+,No,Yes,Yes,Yes,Yes,Yes,,,No,No,Some of them,Yes,Maybe,Maybe,,No,,31-40
301,2014-08-27 14:19:00,23.0,Female,United States,NY,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,,,No,No,Some of them,Some of them,No,No,Yes,No,,21-30
302,2014-08-27 14:20:00,31.0,Female,United States,CA,No,No,Yes,Sometimes,1000+,No,Yes,Yes,,,,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,,31-40
303,2014-08-27 14:20:00,26.0,Male,United States,MA,No,No,No,Rarely,100-500,No,Yes,Yes,,No,,,,No,No,Some of them,Yes,No,Maybe,,No,,21-30
304,2014-08-27 14:21:00,28.0,Female,United States,WA,No,Yes,Yes,Often,100-500,Yes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,No,Yes,No,,21-30
305,2014-08-27 14:21:00,37.0,Female,United States,CA,No,No,Yes,Rarely,1000+,No,Yes,Yes,Yes,,Yes,,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,,31-40
306,2014-08-27 14:22:00,26.0,Male,Canada,,No,Yes,Yes,Often,6-25,No,Yes,Yes,No,No,,,,Maybe,No,Some of them,Some of them,Maybe,Maybe,Yes,No,,21-30
307,2014-08-27 14:22:00,30.0,Non-binary/Other,United States,IL,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,,No,No,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,,No,,21-30
308,2014-08-27 14:22:00,26.0,Male,United States,IN,No,No,No,,26-100,No,Yes,No,No,No,No,,,No,No,Some of them,Some of them,No,No,,Yes,,21-30
309,2014-08-27 14:22:00,25.0,Male,United States,OR,No,No,No,,26-100,Yes,Yes,,,No,,,,No,No,Some of them,Yes,No,No,,No,,21-30
310,2014-08-27 14:23:00,27.0,Male,United States,TN,No,No,No,Sometimes,100-500,No,Yes,Yes,,Yes,Yes,,,Maybe,No,Some of them,Yes,No,Maybe,,No,The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.,21-30
311,2014-08-27 14:23:00,25.0,Male,Canada,,No,No,Yes,Often,6-25,Yes,No,,No,No,,,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,,No,,21-30
312,2014-08-27 14:24:00,35.0,Male,United States,OR,No,No,Yes,Rarely,100-500,No,Yes,Yes,,,Yes,,,No,No,Some of them,Yes,No,No,,No,,31-40
313,2014-08-27 14:25:00,36.0,Male,United States,WA,Yes,No,Yes,Never,1-5,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,,31-40
314,2014-08-27 14:25:00,26.0,Male,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,,No,,,,Yes,No,No,No,No,No,No,No,,21-30
315,2014-08-27 14:26:00,27.0,Male,United States,CA,No,Yes,No,,1000+,No,Yes,,No,,,,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.,21-30
316,2014-08-27 14:27:00,30.0,Male,United States,VT,No,No,No,,6-25,No,No,,,No,,,,Maybe,Maybe,Some of them,Some of them,No,No,,No,,21-30
317,2014-08-27 14:27:00,29.0,Male,United States,NY,No,No,No,,100-500,No,No,,,No,,,,Maybe,No,No,No,No,Maybe,,No,,21-30
318,2014-08-27 14:27:00,25.0,Male,United States,UT,No,No,No,Never,1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,21-30
319,2014-08-27 14:27:00,22.0,Female,United States,NY,No,Yes,Yes,Often,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,Yes,,21-30
320,2014-08-27 14:28:00,29.0,Male,Latvia,NY,No,No,No,,26-100,No,Yes,No,Yes,No,No,,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,,No,,21-30
321,2014-08-27 14:28:00,41.0,Male,United States,SD,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,41-50
322,2014-08-27 14:28:00,29.0,Male,United States,CA,No,No,Yes,Sometimes,1000+,No,Yes,Yes,No,No,,,,Yes,No,Some of them,Some of them,No,Maybe,No,No,,21-30
323,2014-08-27 14:28:00,32.0,Male,United States,OR,No,No,No,Never,500-1000,No,Yes,Yes,,,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,,31-40
324,2014-08-27 14:28:00,24.0,Female,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,Yes,Yes,,Maybe,No,Some of them,No,No,Maybe,,No,,21-30
325,2014-08-27 14:29:00,25.0,Male,United States,CA,No,No,Yes,Rarely,6-25,No,Yes,Yes,No,,No,,,Maybe,No,No,No,No,No,,No,,21-30
326,2014-08-27 14:30:00,25.0,Male,United States,CA,No,No,No,,1000+,No,Yes,,,,,,,Maybe,No,No,No,No,Maybe,,No,,21-30
327,2014-08-27 14:31:00,30.0,Female,United States,CO,No,No,No,Never,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,,No,,21-30
328,2014-08-27 14:31:00,25.0,Male,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,,,,Yes,,,No,No,Yes,Yes,No,No,Yes,No,,21-30
329,2014-08-27 14:31:00,30.0,Male,United States,OH,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,No,No,,,Maybe,No,Some of them,Some of them,No,Maybe,,No,,21-30
330,2014-08-27 14:32:00,33.0,Male,Germany,,Yes,Yes,Yes,Rarely,1-5,No,No,No,No,No,No,,Somewhat difficult,Yes,Yes,No,No,Maybe,No,Yes,Yes,,31-40
331,2014-08-27 14:32:00,24.0,Male,United States,WA,No,No,No,,26-100,No,Yes,Yes,,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,,21-30
332,2014-08-27 14:33:00,25.0,Male,Canada,,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,No,,,,Yes,Maybe,Some of them,No,No,No,No,No,,21-30
333,2014-08-27 14:34:00,31.0,Male,United States,OH,No,No,No,,100-500,No,No,,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No,,31-40
334,2014-08-27 14:37:00,45.0,Male,Ireland,,Yes,No,Yes,Often,1-5,No,Yes,No,No,No,No,,Very difficult,No,No,No,No,No,No,,No,,41-50
335,2014-08-27 14:37:00,29.0,Male,Romania,,No,No,No,,6-25,Yes,No,No,Yes,No,No,,,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,No,No,,21-30
336,2014-08-27 14:37:00,46.0,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,,Yes,,,Very easy,No,No,Some of them,Some of them,Maybe,Maybe,,No,,41-50
337,2014-08-27 14:38:00,30.0,Male,United Kingdom,,No,No,Yes,Sometimes,26-100,No,Yes,,No,No,,,,Yes,Maybe,No,No,No,Maybe,,No,,21-30
338,2014-08-27 14:38:00,29.0,Female,United States,CA,Yes,No,No,Sometimes,1000+,No,Yes,Yes,,,No,,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,,No,,21-30
339,2014-08-27 14:38:00,24.0,Male,United States,MA,No,No,No,,1000+,No,Yes,Yes,Yes,,,Yes,,Yes,No,No,No,No,Maybe,,No,I think there might be some bugs in my thought but I haven't sought treatment because they're not worse than annoying and I worry about having the label.,21-30
340,2014-08-27 14:38:00,29.0,Male,United States,WA,No,No,No,,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,I think a lot of our policy is based on a situation that occurred in the past 5 years. A very public mental illness happened with a coworker that unfortunately ended negatively. It was definitely a catalyst to talking about our options but the overall sentiment of it being OK to take time off talk with your supervisors etc. has always been there. It's a great company.,21-30
341,2014-08-27 14:38:00,35.0,Male,United States,MI,No,No,No,,26-100,No,No,,,No,,,,No,No,Yes,Yes,No,No,No,No,,31-40
342,2014-08-27 14:39:00,33.0,Female,United States,WA,No,Yes,No,Sometimes,26-100,Yes,Yes,No,Yes,No,No,,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,,31-40
343,2014-08-27 14:39:00,27.0,Male,United States,CA,No,No,No,Sometimes,1000+,No,Yes,,,,,,Very easy,Yes,No,No,No,No,Maybe,No,No,Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.,21-30
344,2014-08-27 14:41:00,36.0,Male,United States,IA,No,No,No,,1000+,No,Yes,,,,,,,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
345,2014-08-27 14:41:00,33.0,Male,United Kingdom,,No,No,No,Rarely,1-5,Yes,Yes,,No,No,No,,,Yes,Maybe,No,No,No,Maybe,No,No,,31-40
346,2014-08-27 14:44:00,25.0,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,,No,No,Some of them,Yes,No,No,,No,,21-30
347,2014-08-27 14:45:00,23.0,Male,United States,AL,No,Yes,Yes,Sometimes,100-500,No,No,,No,No,No,,,No,No,Yes,Yes,Maybe,Yes,,No,YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind.,21-30
348,2014-08-27 14:45:00,54.0,Male,United States,CA,No,Yes,Yes,Never,1000+,No,Yes,,No,Yes,Yes,,,No,No,No,Yes,No,No,,No,,51-60
349,2014-08-27 14:47:00,22.0,Male,United States,CA,No,No,No,Sometimes,1000+,No,Yes,,No,,,,,Maybe,No,Some of them,No,No,Maybe,,No,,21-30
350,2014-08-27 14:47:00,25.0,Non-binary/Other,United States,CA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,,,,,Maybe,No,Some of them,Some of them,No,No,Yes,No,,21-30
351,2014-08-27 14:49:00,29.0,Male,Belgium,,No,No,No,Often,6-25,No,No,,No,No,No,,,Maybe,No,Yes,Yes,Maybe,Maybe,,No,In Belgium we have all medical care so perhaps some question are not relevant,21-30
352,2014-08-27 14:49:00,27.0,Male,United States,MA,No,No,Yes,Sometimes,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,No,No,No,No,Yes,Yes,No,,21-30
353,2014-08-27 14:51:00,30.0,Male,United Kingdom,,No,No,No,Never,6-25,No,Yes,No,No,No,,,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,A co-worker recently had mental health issues and my employer was very reasonable with them I don't know the full story but I do know that he was given ample time off and eased back in to the work place.,21-30
354,2014-08-27 14:52:00,26.0,Male,United States,CA,No,Yes,Yes,Often,1000+,No,Yes,Yes,,,Yes,,,Maybe,No,Some of them,No,No,No,,No,,21-30
355,2014-08-27 14:52:00,25.0,Female,Sweden,,No,Yes,No,Sometimes,6-25,No,Yes,Yes,Yes,Yes,No,,Somewhat easy,No,No,Some of them,Yes,No,No,No,No,,21-30
356,2014-08-27 14:53:00,31.0,Male,United States,CA,No,No,Yes,Sometimes,500-1000,No,No,No,Yes,No,,Yes,,No,No,Some of them,No,No,No,No,No,,31-40
357,2014-08-27 14:54:00,33.0,Male,United States,IN,No,Yes,Yes,Sometimes,26-100,No,Yes,,,No,No,,,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
358,2014-08-27 14:54:00,34.0,Male,United States,WA,No,Yes,Yes,Sometimes,1000+,No,Yes,Yes,Yes,,Yes,Yes,,Maybe,Maybe,No,No,No,No,,No,,31-40
359,2014-08-27 14:57:00,34.0,Male,United States,WA,No,No,Yes,Sometimes,100-500,Yes,Yes,No,No,No,No,,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,,No,,31-40
360,2014-08-27 14:58:00,29.0,Male,United States,IN,Yes,No,No,,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,,21-30
361,2014-08-27 14:59:00,33.0,Female,United States,WA,No,No,No,,6-25,No,Yes,No,No,No,No,,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,,No,,31-40
362,2014-08-27 15:03:00,34.0,Male,Germany,,Yes,Yes,Yes,Rarely,26-100,Yes,Yes,No,No,No,,,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,,31-40
363,2014-08-27 15:04:00,26.0,Male,United States,OK,Yes,Yes,Yes,Rarely,100-500,Yes,No,No,No,No,,No,,Maybe,No,Some of them,Yes,No,Yes,No,No,,21-30
364,2014-08-27 15:05:00,32.0,Male,United States,MI,No,Yes,Yes,Rarely,1000+,No,No,Yes,Yes,Yes,Yes,Yes,,No,No,Some of them,Yes,No,Yes,Yes,No,,31-40
365,2014-08-27 15:05:00,,Male,United States,OH,No,No,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,No,,,Maybe,No,Some of them,No,No,No,No,No,,
366,2014-08-27 15:09:00,28.0,Male,United States,GA,No,Yes,Yes,Sometimes,1000+,No,Yes,,,No,,,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No,,21-30
367,2014-08-27 15:11:00,35.0,Male,United States,CA,No,Yes,No,,1000+,No,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,,No,,31-40
368,2014-08-27 15:13:00,36.0,Male,United States,,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,,No,,31-40
369,2014-08-27 15:14:00,21.0,Male,United States,IN,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,,Yes,,No,No,Yes,Yes,Maybe,Maybe,,No,,21-30
370,2014-08-27 15:15:00,21.0,Male,United Kingdom,,No,No,Yes,Sometimes,6-25,No,No,,,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No,,21-30
371,2014-08-27 15:15:00,22.0,Female,United States,WA,No,No,No,,1000+,No,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No,,21-30
372,2014-08-27 15:20:00,41.0,Male,United States,WA,No,Yes,Yes,Often,1000+,No,Yes,Yes,No,Yes,Yes,,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,,41-50
373,2014-08-27 15:21:00,55.0,Male,United States,PA,No,Yes,Yes,Rarely,1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,My refer to the mental health issue of depression.  I might answer differently if I was talking about a more serious issue like schizophrenia,51-60
374,2014-08-27 15:22:00,32.0,Female,United States,WA,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,My employer does what they can providing a wellness program and pointing it out after particularly stressful times. But the interaction between the wellness program and the medical insurance is unpleasant and finding a long-term therapist / psychiatrist covered by insurance is amazingly difficult. My current lack of active treatment is due to insurance friction more than workplace friction.,31-40
375,2014-08-27 15:22:00,21.0,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,Yes,,,,No,,Somewhat easy,Yes,No,Some of them,No,No,Yes,,No,,21-30
376,2014-08-27 15:22:00,45.0,Male,United States,MA,No,No,Yes,Never,26-100,Yes,Yes,Yes,Yes,,,,,Maybe,No,No,Some of them,No,Maybe,,No,,41-50
377,2014-08-27 15:22:00,27.0,Female,United States,WA,No,No,Yes,Rarely,1000+,No,Yes,Yes,Yes,No,No,Yes,,Yes,Maybe,No,No,No,No,No,No,,21-30
378,2014-08-27 15:22:00,25.0,Female,United States,WA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,,No,No,No,,,Maybe,No,Some of them,Yes,No,No,Yes,No,,21-30
379,2014-08-27 15:22:00,34.0,Female,United States,NY,No,Yes,Yes,Rarely,1000+,No,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,I work for a university.,31-40
380,2014-08-27 15:23:00,26.0,Female,United States,CA,No,Yes,Yes,Never,1000+,No,Yes,Yes,Yes,No,Yes,Yes,,Maybe,No,No,No,No,No,,No,,21-30
381,2014-08-27 15:23:00,41.0,Male,Canada,,No,No,Yes,Never,500-1000,No,Yes,Yes,,No,,,Somewhat easy,No,No,Some of them,Some of them,No,No,,No,,41-50
382,2014-08-27 15:23:00,27.0,Male,United States,CA,No,No,Yes,Rarely,1000+,No,Yes,Yes,No,Yes,Yes,Yes,,No,No,Some of them,Yes,No,Maybe,Yes,No,,21-30
